ID	adj.P.Val	logFC	GI	Gene.symbol	Gene.ID	GI.1	GenBank.Accession
ILMN_1752559	1	-0.6845468	NA			NA	
ILMN_1675848	1	0.7080111	740087079	MYL12A	10627	740087079	NM_006471
ILMN_1655165	1	1.064449	300797350	RNF138	51444	300797350	NM_016271
ILMN_1700028	1	0.7606922	558472792	TRMO	51531	558472792	NM_016481
ILMN_1776586	1	1.4764129	966209815	RPL26L1	51121	966209815	NM_016093
ILMN_2386967	1	1.6931697	54234039	VPS54	51542	54234039	NM_001005739
ILMN_1671791	1	-0.636622	614458220	PCK2	5106	614458220	NM_004563
ILMN_1813423	1	-0.8955307	952977800	NAA60	79903	952977800	NM_024845
ILMN_2212909	1	1.9686937	375493529	MELK	9833	375493529	NM_014791
ILMN_1682037	1	-1.3103453	22547145	FBXL8	55336	22547145	NM_018378
ILMN_1770831	1	-1.3156927	NA			NA	
ILMN_1747412	1	-0.9289235	375331938	DPP3	10072	375331938	NM_005700
ILMN_1660021	1	-0.6802304	255958281	PLIN3	10226	255958281	NM_005817
ILMN_1700001	1	-0.801147	148922970	TCTA	6988	148922970	NM_022171
ILMN_1737561	1	3.398306	510025458	N4BP2L2	10443	510025458	NM_033111
ILMN_1791873	1	-0.7430152	82546870	COG1	9382	82546870	NM_018714
ILMN_1732566	1	2.2264581	224809431	TMTC3	160418	224809431	NM_181783
ILMN_1754179	1	-0.6349227	541862239	AP1G2	8906	541862239	NM_003917
ILMN_1761969	1	0.5198225	755571555	DERL2	51009	755571555	NM_016041
ILMN_1780153	1	-1.25246	221218971	QTRT1	81890	221218971	NM_031209
ILMN_2322806	1	1.5573882	NA			NA	
ILMN_1794165	1	-0.8810596	751130503	PGD	5226	751130503	NM_002631
ILMN_1915076	1	-0.9116392	34529571			34529571	AK123915
ILMN_1786345	1	-1.1328136	NA			NA	
ILMN_2299612	1	-0.7767871	282154794	TMEM150A	129303	282154794	NM_001031738
ILMN_1750051	1	-0.8290623	124244055	AMER1	139285	124244055	NM_152424
ILMN_1655821	1	-0.8779199	371502123	CAPG	822	371502123	NM_001747
ILMN_1693552	1	-1.1807603	378786681	CD300A	11314	378786681	NM_007261
ILMN_2288070	1	-0.5803934	226423916	FTO	79068	226423916	NM_001080432
ILMN_1667371	1	-1.1035299	194328731	SLA	6503	194328731	NM_006748
ILMN_1676631	1	-0.6198425	664818519	CCNO	10309	664818519	NM_021147
ILMN_1788936	1	-1.0100516	288915534	KREMEN1	83999	288915534	NM_032045
ILMN_2151541	1	1.5878075	409971395	DNAJC10	54431	409971395	NM_018981
ILMN_1669940	1	1.0306149	409264656	TMEM38B	55151	409264656	NM_018112
ILMN_1692464	1	-1.605539	116812607	TTC38	55020	116812607	NM_017931
ILMN_2140799	1	1.0953395	116006948	FAM24B	196792	116006948	NM_152644
ILMN_1672443	1	-0.6897127	208973245	QDPR	5860	208973245	NM_000320
ILMN_1761131	1	0.6661222	45643118	ECI2	10455	45643118	NM_006117
ILMN_1658044	1	-1.1662753	NA			NA	
ILMN_1702526	1	0.8923098	94158593	ADPRM	56985	94158593	NM_020233
ILMN_2051373	1	2.3925253	323510686	NEK2	4751	323510686	NM_002497
ILMN_1769759	1	1.6340336	196259794	SERPINB13	5275	196259794	NM_012397
ILMN_1870098	1	-0.9880714	15754667			15754667	BI763089
ILMN_2352326	1	-0.6381121	384551650	COASY	80347	384551650	NM_025233
ILMN_2390859	1	-0.7987399	570359567	NFKB2	4791	570359567	NM_002502
ILMN_2286514	1	0.7218823	56549684	GTPBP8	29083	56549684	NM_014170
ILMN_1909247	1	-1.0769429	31078950			31078950	CD299155
ILMN_1751743	1	-0.6904329	190684674	XRCC1	7515	190684674	NM_006297
ILMN_1776963	1	-0.8570158	209693469	LMAN2	10960	209693469	NM_006816
ILMN_2184184	1	1.8144691	733606737	ANXA1	301	733606737	NM_000700
ILMN_2213297	1	1.0648782	554506494	C11orf54	28970	554506494	NM_014039
ILMN_1807074	1	-0.7253969	4505184	MIF	4282	4505184	NM_002415
ILMN_1761762	1	1.302005	NA			NA	
ILMN_1668283	1	-0.7196339	289802998	HYAL2	8692	289802998	NM_003773
ILMN_1782021	1	-0.8609187	154759262	ZNF707	286075	154759262	NM_173831
ILMN_1683664	1	0.7914588	209447085	FAM60A	58516	209447085	NM_021238
ILMN_2232494	1	1.1966201	242332526	C5orf42	65250	242332526	NM_023073
ILMN_1715636	1	-0.6095464	83367073	EIF3B	8662	83367073	NM_003751
ILMN_1731070	1	1.387241	313661351	ORC6	23594	313661351	NM_014321
ILMN_1808650	1	1.2382221	525313650	CYP39A1	51302	525313650	NM_016593
ILMN_1811551	1	0.6842711	663855508	DERA	51071	663855508	NM_015954
ILMN_1720083	1	-0.6430128	237649102	EHD4	30844	237649102	NM_139265
ILMN_1710514	1	-0.9301638	164664507	BCL3	602	164664507	NM_005178
ILMN_1706478	1	-2.3168028	84105267	HOXA7	3204	84105267	NM_006896
ILMN_1812503	1	0.7408642	169881272	PHKA1	5255	169881272	NM_002637
ILMN_1657153	1	1.1433411	460417292	ACTR3	10096	460417292	NM_005721
ILMN_2206344	1	-0.6101122	223555984	NDST2	8509	223555984	NM_003635
ILMN_1765725	1	1.9278376	197313646	SBDSP1	155370	197313646	NR_001588
ILMN_1651628	1	0.9929192	984290534	EXOC6	54536	984290534	NM_001013848
ILMN_1813801	1	1.1366078	NA			NA	
ILMN_2359014	1	1.0661257	568215734	TBCE	6905	568215734	NM_003193
ILMN_1738819	1	-0.5538545	217272891	EFTUD2	9343	217272891	NM_004247
ILMN_2222872	1	1.6080192	224493705	RBM18	92400	224493705	NM_033117
ILMN_1771801	1	0.8391604	94538336	SIRPG	55423	94538336	NM_080816
ILMN_1712887	1	-0.6025022	541862383	SLC10A3	8273	541862383	NM_019848
ILMN_2119224	1	1.1333859	325197180	KIFAP3	22920	325197180	NM_014970
ILMN_1723505	1	-1.4163339	NA			NA	
ILMN_2357272	1	3.1559134	117938252	BCLAF1	9774	117938252	NM_014739
ILMN_1715209	1	1.1124001	NA			NA	
ILMN_2330966	1	-1.0061777	325651909	PTK2B	2185	325651909	NM_173176
ILMN_2354237	1	0.9967625	110825962	PARP2	10038	110825962	NM_001042618
ILMN_2099249	1	1.3401004	667667724	MTERF1	7978	667667724	NM_006980
ILMN_1798454	1	-0.9339171	51243061	MAD2L1BP	9587	51243061	NM_014628
ILMN_1671902	1	1.5110195	166197705	THUMPD3	25917	166197705	NM_015453
ILMN_1712517	1	-0.6222319	189571666	ZNF696	79943	189571666	NM_030895
ILMN_1799642	1	1.9673912	47419910	TRIM24	8805	47419910	NM_015905
ILMN_1806705	1	-0.6089783	320202960	ASB6	140459	320202960	NM_177999
ILMN_1679727	1	2.6519664	NA			NA	
ILMN_1708369	1	-0.8516416	385431329	EPS15L1	58513	385431329	NM_021235
ILMN_1760982	1	0.8398453	566006185	ZSCAN26	7741	566006185	NM_001023560
ILMN_1681467	1	-1.2192178	756140832	RAB11FIP4	84440	756140832	NM_032932
ILMN_1713952	1	-0.5833793	340745327	C1orf106	55765	340745327	NM_018265
ILMN_2377980	1	-0.9702193	45827796	PPP1CA	5499	45827796	NM_002708
ILMN_1690806	1	0.840717	158819030	HACD2	201562	158819030	NM_198402
ILMN_1790951	1	-0.7999767	285404464	KXD1	79036	285404464	NM_024069
ILMN_1778543	1	0.9029665	NA			NA	
ILMN_1815345	1	1.6603831	547235538	EIF3J	8669	547235538	NM_003758
ILMN_2167617	1	1.0398756	994318266	NACA	4666	994318266	NM_005594
ILMN_1774784	1	-0.9420767	389886553	UBOX5	22888	389886553	NM_014948
ILMN_1734353	1	-0.9916492	577019438	GPX4	2879	577019438	NM_002085
ILMN_1661627	1	1.1816979	948284417	LZIC	84328	948284417	NM_032368
ILMN_2382354	1	2.1238671	544346142	SENP7	57337	544346142	NM_001077203
ILMN_1658702	1	0.9329671	20336753	HIST1H2BJ	8970	20336753	NM_021058
ILMN_1657864	1	-0.7379299	115527091	TMUB2	79089	115527091	NM_024107
ILMN_1656574	1	1.2393336	37655164	PCGF6	84108	37655164	NM_032154
ILMN_1666384	1	1.0360337	NA			NA	
ILMN_1777221	1	0.7999012	149363652	SMIM11A	54065	149363652	NM_058182
ILMN_1652521	1	0.8704708	33598962	MTMR9	66036	33598962	NM_015458
ILMN_1781999	1	-0.6181385	525345259	ABCF2	10061	525345259	NM_005692
ILMN_1688000	1	-0.6345208	522019952	POLDIP3	84271	522019952	NM_032311
ILMN_1732923	1	0.9007699	927928776	SIPA1L2	57568	927928776	NM_020808
ILMN_1728298	1	-0.8851629	67906173	SBK1	388228	67906173	NM_001024401
ILMN_1661860	1	-1.3384362	353677959	ASPSCR1	79058	353677959	NM_024083
ILMN_2310253	1	-0.9270871	85068511	TARBP2	6895	85068511	NM_134324
ILMN_1668861	1	-0.7109776	NA			NA	
ILMN_1687960	1	-1.1245394	73390139	LIMK2	3985	73390139	NM_001031801
ILMN_1791302	1	2.0787488	148746212	EFHC2	80258	148746212	NM_025184
ILMN_2366703	1	0.7321093	323510626	SGK3	23678	323510626	NM_170709
ILMN_1689142	1	1.088901	NA			NA	
ILMN_1766762	1	-0.7256752	528524489	DYNLRB1	83658	528524489	NM_177953
ILMN_1799604	1	1.0154213	269914123	OCIAD1	54940	269914123	NM_017830
ILMN_2265995	1	0.9517092	456367254	NBPF3	84224	456367254	NM_032264
ILMN_1774083	1	0.5909053	38679910	TRIAP1	51499	38679910	NM_016399
ILMN_1758543	1	0.5999101	NA			NA	
ILMN_1742167	1	-0.5928687	733606428	TUBA1C	84790	733606428	NM_032704
ILMN_1700349	1	-0.7494661	217416384	COQ8B	79934	217416384	NM_024876
ILMN_1653367	1	0.9415414	206725448	TAF12	6883	206725448	NM_005644
ILMN_1707286	1	0.8605104	110227597	PLBD1	79887	110227597	NM_024829
ILMN_2322842	1	0.9727205	41872348	PPHLN1	51535	41872348	NM_201440
ILMN_1752953	1	-0.8138211	542133187	BCL2L12	83596	542133187	NR_104200
ILMN_1754051	1	1.4629821	153791760	RMI1	80010	153791760	NM_024945
ILMN_1704795	1	0.891766	731441420	MARK3	4140	731441420	NM_002376
ILMN_1700202	1	1.5268289	281182570	TMEM135	65084	281182570	NM_022918
ILMN_1699632	1	-1.0028174	194097488	RANBP3	8498	194097488	NM_007320
ILMN_1714599	1	0.6390701	325995132	CAMLG	819	325995132	NM_001745
ILMN_1795026	1	-0.586136	38146115	FAM189B	10712	38146115	NM_006589
ILMN_2109416	1	-0.8098448	84872083	NAPSB	256236	84872083	NR_002798
ILMN_1662438	1	0.8011564	48762945	SOD1	6647	48762945	NM_000454
ILMN_1791508	1	-1.3982077	615276304	MMP28	79148	615276304	NM_024302
ILMN_1706075	1	1.6682002	821562778	SF3B1	23451	821562778	NM_012433
ILMN_1710092	1	-1.029722	333609259	ZBTB46	140685	333609259	NM_025224
ILMN_1761058	1	1.6271645	145275196	ACAD11	84129	145275196	NM_032169
ILMN_1814022	1	-1.1950195	353731054	NR1H3	10062	353731054	NM_005693
ILMN_1772946	1	1.315406	142976674	STRN3	29966	142976674	NM_014574
ILMN_1668228	1	-1.0857397	NA			NA	
ILMN_1718285	1	-0.9014472	45580721	HOXC8	3224	45580721	NM_022658
ILMN_1778683	1	-0.7501466	737674763	RTN4RL1	146760	737674763	NM_178568
ILMN_1738699	1	-0.5085449	259013555	FXR2	9513	259013555	NM_004860
ILMN_2404688	1	0.8144868	109948306	NUPR1	26471	109948306	NM_001042483
ILMN_1763670	1	0.9037617	17738309	TM2D1	83941	17738309	NM_032027
ILMN_1769734	1	1.3202454	380862360	NT5C3A	51251	380862360	NM_016489
ILMN_1741176	1	1.5131971	170650589	CHMP2B	25978	170650589	NM_014043
ILMN_1686862	1	-2.0212341	187826632	HLX	3142	187826632	NM_021958
ILMN_2113074	1	1.2109432	557878692	UFM1	51569	557878692	NM_016617
ILMN_1663119	1	1.0183466	758330057	DSC2	1824	758330057	NM_004949
ILMN_1789751	1	0.7724983	269847415	MFSD1	64747	269847415	NM_022736
ILMN_1690386	1	0.6990989	258679432	KAT14	57325	258679432	NM_020536
ILMN_1768743	1	1.8971936	201023337	FIP1L1	81608	201023337	NM_030917
ILMN_1723768	1	-0.7453844	531034768	NLRX1	79671	531034768	NM_024618
ILMN_2363450	1	-1.7601488	391353383	NOXO1	124056	391353383	NM_172167
ILMN_1753207	1	-0.9194741	209969676	FZR1	51343	209969676	NM_016263
ILMN_1795839	1	-0.86858	55770835	SCCPDH	51097	55770835	NM_016002
ILMN_2195462	1	-1.1289764	148233911	C1QTNF4	114900	148233911	NM_031909
ILMN_1752802	1	-0.6755424	950426352	CLPTM1L	81037	950426352	NM_030782
ILMN_1651705	1	0.7525681	260436906	CAT	847	260436906	NM_001752
ILMN_1678564	1	-0.7667642	NA			NA	
ILMN_1739805	1	-0.9192489	221316640	NDE1	54820	221316640	NM_017668
ILMN_1776173	1	0.9104267	325652102	PSMD7	5713	325652102	NM_002811
ILMN_1678504	1	1.2225807	570700825	RHOT1	55288	570700825	NM_018307
ILMN_1813400	1	1.252033	299758404	CBR4	84869	299758404	NM_032783
ILMN_2383964	1	-0.6931429	198278564	CDCA4	55038	198278564	NM_145701
ILMN_1865735	1	1.4552383	31443423			31443423	CD511705
ILMN_1654010	1	-0.9972997	83267875	AGPAT3	56894	83267875	NM_020132
ILMN_1792972	1	2.1451541	142377954	ZNF439	90594	142377954	NM_152262
ILMN_1798543	1	1.8242833	217416412	STK17B	9262	217416412	NM_004226
ILMN_1734198	1	0.9305791	556695462	RNGTT	8732	556695462	NM_003800
ILMN_1700611	1	1.0054287	NA			NA	
ILMN_1738420	1	-1.3595561	262399372	TMEM201	199953	262399372	NM_001010866
ILMN_1681641	1	1.0662268	NA			NA	
ILMN_1682957	1	-0.73127	296923760	PACSIN3	29763	296923760	NM_016223
ILMN_1810289	1	0.9981968	215422326	MYOF	26509	215422326	NM_013451
ILMN_1737685	1	0.6215335	1021087278	CRLS1	54675	1021087278	NM_019095
ILMN_2226324	1	0.6093176	399567830	MPC1	51660	399567830	NM_016098
ILMN_1735474	1	-0.7658961	675269459	R3HCC1	203069	675269459	NM_001136108
ILMN_2241775	1	1.1761752	291084621	TROVE2	6738	291084621	NM_001042369
ILMN_1683597	1	0.6573648	NA			NA	
ILMN_1691180	1	-0.9319541	315113904	OTX1	5013	315113904	NM_014562
ILMN_1773963	1	-0.6357385	597709770	GNA15	2769	597709770	NM_002068
ILMN_1746309	1	-2.0142061	NA			NA	
ILMN_1712950	1	-0.6664563	394582017	PFN1	5216	394582017	NM_005022
ILMN_2233454	1	1.0591443	119220553	SPTLC3	55304	119220553	NM_018327
ILMN_1789364	1	1.272582	61676101	ZNF789	285989	61676101	NM_213603
ILMN_1739810	1	-0.8868033	40807476	RAI1	10743	40807476	NM_030665
ILMN_1778104	1	2.3322967	554506551	ACADM	34	554506551	NM_000016
ILMN_1724700	1	1.3480638	145580632	RIOK3	8780	145580632	NM_003831
ILMN_1689747	1	4.0889303	194294559	NOL8	55035	194294559	NM_017948
ILMN_1689189	1	-0.9084563	215983105	ZBTB3	79842	215983105	NM_024784
ILMN_2099594	1	0.9232772	194363759	SRP9	6726	194363759	NM_003133
ILMN_2392747	1	1.1539511	38201679	SPO11	23626	38201679	NM_198265
ILMN_1778136	1	-0.7593532	392841200	ZMYND15	84225	392841200	NM_032265
ILMN_1746206	1	-0.7851267	984880704	CEP131	22994	984880704	NM_014984
ILMN_1728107	1	-1.8333677	148922844	GNG7	2788	148922844	NM_052847
ILMN_2396639	1	1.3768912	520975461	PDLIM7	9260	520975461	NM_005451
ILMN_1763464	1	-1.6115758	378925602	SLC25A42	284439	378925602	NM_178526
ILMN_1688413	1	0.8419859	18860912	SNW1	22938	18860912	NM_012245
ILMN_1768867	1	1.0959311	419636270	AP3B1	8546	419636270	NM_003664
ILMN_1734138	1	-0.6040292	225903423	TATDN2	9797	225903423	NM_014760
ILMN_1682930	1	-0.8342608	206725525	SIPA1	6494	206725525	NM_153253
ILMN_2222984	1	0.7187173	194018400	RDH14	57665	194018400	NM_020905
ILMN_1764729	1	-1.1204949	392513689	JAG2	3714	392513689	NM_002226
ILMN_2381168	1	-0.6781081	59889553	CTNNBIP1	56998	59889553	NM_020248
ILMN_2343332	1	2.8029901	62865615	AK6	102157402	62865615	NM_016283
ILMN_1656886	1	-1.2480997	335335000	LIN37	55957	335335000	NM_019104
ILMN_1785711	1	0.7280078	148922866	NEDD8	4738	148922866	NM_006156
ILMN_2166457	1	1.9151495	372624400	HPGD	3248	372624400	NM_000860
ILMN_1761138	1	-0.7121317	1045961247	C9orf142	286257	1045961247	NM_183241
ILMN_1669113	1	-0.9322033	302370954	ATF5	22809	302370954	NM_012068
ILMN_1803597	1	-0.9950832	42544188	FGL1	2267	42544188	NM_004467
ILMN_2201347	1	-0.5598499	206597475	ZDHHC3	51304	206597475	NM_016598
ILMN_1711566	1	-1.1134312	73858576	TIMP1	7076	73858576	NM_003254
ILMN_1751753	1	-0.7619496	588282795	IDH2	3418	588282795	NM_002168
ILMN_2366041	1	-1.3790376	564730572	ITM2C	81618	564730572	NM_001012516
ILMN_1788180	1	0.8875761	440309847	RAB13	5872	440309847	NM_002870
ILMN_1782863	1	2.9625599	444189305	FAM83B	222584	444189305	NM_001010872
ILMN_1716157	1	-0.7474746	542133147	UBAP2	55833	542133147	NM_018449
ILMN_1665730	1	2.0168891	171184399	ABCB10	23456	171184399	NM_012089
ILMN_2214144	1	1.4135415	254750702	TWSG1	57045	254750702	NM_020648
ILMN_1749629	1	0.7505457	32307160	CUL1	8454	32307160	NM_003592
ILMN_1718265	1	0.9814537	554790354	ATG5	9474	554790354	NM_004849
ILMN_1683888	1	0.9384017	109638748	SRP72	6731	109638748	NM_006947
ILMN_2411731	1	0.8511744	31657126	HPS5	11234	31657126	NM_007216
ILMN_1690268	1	-0.6007117	1007388879	HNRNPUL1	11100	1007388879	NM_144732
ILMN_1738383	1	-0.5059997	83656775	EEF2	1938	83656775	NM_001961
ILMN_1745513	1	-0.8982735	113722114	MCAT	27349	113722114	NM_173467
ILMN_2359453	1	-0.7640941	38327614	ERGIC3	51614	38327614	NM_198398
ILMN_2184640	1	1.6358935	548923917	NOLC1	9221	548923917	NM_004741
ILMN_1690085	1	-0.7990795	806638627	STK11IP	114790	806638627	NM_052902
ILMN_1751464	1	1.2629376	209954675	TNFSF9	8744	209954675	NM_003811
ILMN_1784299	1	-0.7182385	34147352	C19orf43	79002	34147352	NM_024038
ILMN_1773493	1	0.5489494	395132477	TIMM23	100287932	395132477	NM_006327
ILMN_1683980	1	-0.644078	221139727	PLEKHM2	23207	221139727	NM_015164
ILMN_2252309	1	-1.028543	62420887	DPP7	29952	62420887	NM_013379
ILMN_1770977	1	-0.6490358	411147378	TMEM134	80194	411147378	NM_025124
ILMN_1755123	1	-0.858159	284807147	GBA	2629	284807147	NM_001005741
ILMN_1675542	1	0.9095603	NA			NA	
ILMN_1727300	1	-0.7862086	359385726	ZNF444	55311	359385726	NM_018337
ILMN_1706413	1	-0.6379762	216548559	RRNAD1	51093	216548559	NM_015997
ILMN_2384237	1	-0.7180251	62243733	STAP2	55620	62243733	NM_017720
ILMN_2164978	1	-1.0225385	315113896	PDP2	57546	315113896	NM_020786
ILMN_1675612	1	-0.5486846	268370214	BLCAP	10904	268370214	NM_006698
ILMN_2054019	1	1.4429731	193083170	ISG15	9636	193083170	NM_005101
ILMN_2373099	1	1.7540544	298676531	ZCCHC11	23318	298676531	NM_015269
ILMN_2192595	1	-1.4337003	209571536	PRB2	653247	209571536	NM_006248
ILMN_1812638	1	0.7538536	51479155	ATP5L	10632	51479155	NM_006476
ILMN_1703531	1	0.6813405	385198082	S1PR3	1903	385198082	NM_005226
ILMN_2063500	1	0.676054	1021311983	IFT52	51098	1021311983	NM_016004
ILMN_1709882	1	1.7696865	156671210	ICK	22858	156671210	NM_014920
ILMN_1709451	1	-0.7556113	221136929	TFPT	29844	221136929	NM_013342
ILMN_2182198	1	0.8261146	737676268	MRPL58	3396	737676268	NM_001545
ILMN_1795104	1	-1.3434728	700674277	ACADS	35	700674277	NM_000017
ILMN_1746494	1	0.9847931	66882377	FNTA	2339	66882377	NM_002027
ILMN_2184966	1	-0.845044	63079684	ZHX2	22882	63079684	NM_014943
ILMN_1699082	1	0.9923195	419636326	MAPKAPK5	8550	419636326	NM_139078
ILMN_2060770	1	-0.6781493	40807476	RAI1	10743	40807476	NM_030665
ILMN_2299843	1	0.6568167	298493260	ATP5S	27109	298493260	NM_015684
ILMN_1813207	1	1.1612867	186910309	MRPS9	64965	186910309	NM_182640
ILMN_1812571	1	-0.5076036	270288765	RAB35	11021	270288765	NM_006861
ILMN_1687268	1	-0.9990947	150010660	SEC14L5	9717	150010660	NM_014692
ILMN_1653394	1	-1.7671206	NA			NA	
ILMN_2222317	1	1.7353546	952977814	DNAJB4	11080	952977814	NM_007034
ILMN_1740265	1	-0.5378182	75709215	ACOT7	11332	75709215	NM_181866
ILMN_2112049	1	-0.8547212	440546414	DNLZ	728489	440546414	NM_001080849
ILMN_1736670	1	-1.5515426	349732222	PPP1R3C	5507	349732222	NM_005398
ILMN_1700994	1	-0.5844039	NA			NA	
ILMN_1725108	1	2.9500724	NA			NA	
ILMN_1736954	1	-0.8412786	388279192	ZBTB7B	51043	388279192	NR_049765
ILMN_2051867	1	0.7240679	548923937	PTCD2	79810	548923937	NM_024754
ILMN_1732187	1	-0.6650714	746816029	TMEM143	55260	746816029	NM_018273
ILMN_1724634	1	-0.7308582	NA			NA	
ILMN_2398711	1	-1.1265927	300797683	SIRT2	22933	300797683	NM_030593
ILMN_2325008	1	0.9853849	261878477	DHX40	79665	261878477	NM_024612
ILMN_1676358	1	0.6481651	48762927	RALB	5899	48762927	NM_002881
ILMN_1700316	1	1.0561689	NA			NA	
ILMN_1672565	1	2.609579	422010777	TRMT10C	54931	422010777	NM_017819
ILMN_1681837	1	-0.6926192	296011005	POLR3A	11128	296011005	NM_007055
ILMN_1713163	1	1.106164	325651835	SMARCA5	8467	325651835	NM_003601
ILMN_2245305	1	-0.7276371	320118867	ABHD12	26090	320118867	NM_001042472
ILMN_1811972	1	1.0450238	291190786	MYCBP2	23077	291190786	NM_015057
ILMN_1742450	1	-0.7090483	262527240	TAPBP	6892	262527240	NM_003190
ILMN_1731648	1	-0.5181554	38146114	FOXJ2	55810	38146114	NM_018416
ILMN_1693620	1	1.6655659	315709017	PGM3	5238	315709017	NM_015599
ILMN_1666670	1	0.7376665	307344681	RBX1	9978	307344681	NM_014248
ILMN_2352042	1	-0.9640589	22547137	MRPL4	51073	22547137	NM_146387
ILMN_1671442	1	1.8855529	NA			NA	
ILMN_1662952	1	-1.0280854	754502037	ZNF687	57592	754502037	NM_020832
ILMN_2059211	1	-0.7037517	1007374729	TMEM94	9772	1007374729	NM_014738
ILMN_1656274	1	1.4970148	149274632	PRPF38A	84950	149274632	NM_032864
ILMN_1698100	1	0.8266292	168229172	ANXA2P1	303	168229172	NR_001562
ILMN_1691393	1	-0.867881	981220816	DNPEP	23549	981220816	NM_012100
ILMN_2221046	1	-0.7398799	189083783	GM2A	2760	189083783	NM_000405
ILMN_2270900	1	2.0303072	1042818158	ZNF197	10168	1042818158	NM_001024855
ILMN_1700432	1	-1.0315199	194272160	ITPKB	3707	194272160	NM_002221
ILMN_2041327	1	-0.6315839	169646422	MRPL37	51253	169646422	NM_016491
ILMN_1718071	1	1.3434961	170763512	AGTPBP1	23287	170763512	NM_015239
ILMN_1794623	1	-0.9020954	NA			NA	
ILMN_1905593	1	-0.8627927	NA			NA	
ILMN_2415011	1	-0.7548377	61742818	DCTD	1635	61742818	NM_001921
ILMN_1657423	1	-1.0617226	674779863	SPG21	51324	674779863	NM_016630
ILMN_2061185	1	-0.6735721	224926823	SH2B1	25970	224926823	NM_015503
ILMN_1783956	1	0.9029024	441478307	ATP8B4	79895	441478307	NM_024837
ILMN_1685260	1	1.1040954	510937019	DNM1L	10059	510937019	NM_012062
ILMN_1762639	1	0.5115712	756761784	MED11	400569	756761784	NM_001001683
ILMN_2376625	1	-0.7512528	319655737	VHL	7428	319655737	NM_198156
ILMN_2136089	1	-0.9874286	NA			NA	
ILMN_2219512	1	-1.0016801	615276299	NPHP4	261734	615276299	NM_015102
ILMN_1663685	1	-0.7034018	189011563	DGCR6	8214	189011563	NM_005675
ILMN_1784977	1	-0.7788591	223633882	DOHH	83475	223633882	NM_031304
ILMN_1798459	1	-0.7957261	310923202	PPAN	56342	310923202	NM_020230
ILMN_1743208	1	1.4981179	206597466	NEDD1	121441	206597466	NM_152905
ILMN_1811178	1	1.0250752	225579091	SCAPER	49855	225579091	NM_020843
ILMN_1695549	1	-0.8840948	42560230	NECTIN1	5818	42560230	NM_203285
ILMN_1735365	1	-0.9048622	425905349	GJB5	2709	425905349	NM_005268
ILMN_1719344	1	1.1846487	538920023	NRBF2	29982	538920023	NM_030759
ILMN_1658678	1	0.7357372	116235443	SAAL1	113174	116235443	NM_138421
ILMN_1667034	1	-0.9544508	1015576785	PDPR	55066	1015576785	NM_017990
ILMN_2134555	1	1.1540848	985482509	KCTD3	51133	985482509	NM_016121
ILMN_1805535	1	-0.9995813	71164885	VRK3	51231	71164885	NM_016440
ILMN_1702198	1	1.5499234	NA			NA	
ILMN_2183261	1	-1.2543274	256818824	THAP4	51078	256818824	NM_015963
ILMN_1832047	1	-2.2794494	824349			824349	R44995
ILMN_1804361	1	-1.3137083	296011018	SUFU	51684	296011018	NM_016169
ILMN_1798187	1	-0.8466311	312596868	KAT7	11143	312596868	NM_007067
ILMN_2397776	1	-0.6681986	320202960	ASB6	140459	320202960	NM_177999
ILMN_1814281	1	1.5235643	23510353	SPC25	57405	23510353	NM_020675
ILMN_1665471	1	-1.0447739	544710096	C2orf54	79919	544710096	NM_024861
ILMN_1803236	1	1.1970425	187761335	CLCA2	9635	187761335	NM_006536
ILMN_2364529	1	1.318277	322506094	EZH2	2146	322506094	NM_152998
ILMN_1703335	1	1.1848147	568384808	LACTB	114294	568384808	NM_032857
ILMN_2080611	1	1.1489204	1013368287	PDSS1	23590	1013368287	NM_014317
ILMN_1718972	1	-0.9837184	733605431	MFSD3	113655	733605431	NM_138431
ILMN_1739428	1	1.9226685	153082754	IFIT2	3433	153082754	NM_001547
ILMN_1796738	1	2.0717076	40806169	SPAST	6683	40806169	NM_199436
ILMN_1718023	1	-0.6727259	23510450	APEH	327	23510450	NM_001640
ILMN_1779558	1	-0.6257539	673038877	GAS6	2621	673038877	NM_000820
ILMN_1802615	1	1.0270188	223718130	CDK6	1021	223718130	NM_001259
ILMN_1802358	1	-1.8384768	NA			NA	
ILMN_1761309	1	-0.6963078	525507393	ADCK5	203054	525507393	NM_174922
ILMN_1745421	1	-0.8884478	51173753	ZMAT5	55954	51173753	NM_019103
ILMN_2356890	1	2.1566028	332000003	MRPL42	28977	332000003	NM_172177
ILMN_1697166	1	0.8313363	118498335	C9orf78	51759	118498335	NM_016520
ILMN_1779010	1	-0.8142612	42794766	MAP3K3	4215	42794766	NM_203351
ILMN_1791771	1	-0.9848298	287326102	HCK	3055	287326102	NM_002110
ILMN_1781996	1	-0.7161575	285026433	NUDT16	131870	285026433	NM_152395
ILMN_1772991	1	-0.6756768	546231162	CHPF2	54480	546231162	NM_019015
ILMN_1741259	1	-1.0115386	NA			NA	
ILMN_1706238	1	0.9235319	NA			NA	
ILMN_1719185	1	-1.6013123	38146093	MED16	10025	38146093	NM_005481
ILMN_1735432	1	0.6678027	667478031	ISCU	23479	667478031	NM_014301
ILMN_1810608	1	0.8726558	429484497	PNPT1	87178	429484497	NM_033109
ILMN_1759670	1	1.2462511	266456114	AMACR	23600	266456114	NM_014324
